64,125,4
52,125,4
131,125,3
156,126,5
56,126,5
37,127,4
38,127,4
131,127,3
159,128,1
160,128,5
161,128,4
88,129,3
38,129,3
40,129,4
18,130,3
53,130,5
162,130,4
2,131,5
152,131,3
145,131,3
163,132,5
164,132,4
165,132,2
166,133,5
12,133,5
40,133,4
44,134,4
91,134,5
167,134,5
168,135,5
99,135,4
128,135,5
166,136,4
113,136,4
18,136,5
169,137,5
91,137,4
170,137,5
6,138,3
113,138,5
18,138,5
27,139,3
114,139,4
171,139,4
40,140,4
130,140,4
4,140,3
1,141,5
172,141,5
156,141,4
32,142,5
40,142,4
18,142,4
53,143,4
38,143,4
145,143,4
32,144,5
127,144,5
116,144,3
28,145,4
70,145,5
30,145,5
38,146,4
12,146,5
40,146,4
4,147,4
49,147,4
109,147,5
38,148,4
25,148,4
32,148,5
173,149,5
174,149,1
56,149,5
115,150,3
160,150,3
175,150,5
38,151,4
40,151,4
4,151,4
48,152,5
40,152,3
13,152,3
6,153,4
4,153,4
158,153,4
176,154,4
153,154,3
8,154,5
44,155,5
99,155,5
177,155,2
4,156,4
88,156,4
106,156,4
22,157,3
12,157,4
36,157,4
25,158,5
53,158,5
94,158,3
4,159,3
48,159,4
27,159,4
130,160,4
11,160,4
94,160,4
16,161,4
40,161,3
13,161,4
25,162,4
20,162,4
91,162,4
173,163,4
2,163,3
56,163,4
49,164,5
4,164,4
7,164,5
113,165,4
178,165,5
103,165,5
111,166,3
97,166,4
50,166,5
5,167,5
38,167,4
6,167,4
13,168,4
156,168,5
65,168,4
158,169,4
145,169,5
102,169,4
27,170,4
179,170,4
180,170,5
115,171,4
78,171,5
38,171,4
78,172,4
113,172,4
16,172,5
181,173,4
182,173,4
183,173,5
4,174,4
40,174,5
27,174,4
38,175,5
12,175,4
40,175,4
92,176,5
184,176,3
161,176,5
163,177,5
44,177,5
161,177,3
185,178,4
20,178,5
116,178,4
5,179,3
186,179,5
116,179,5
53,180,4
40,180,4
187,180,5
188,181,5
116,181,4
189,181,4
59,182,4
190,182,4
191,182,5
13,183,4
6,183,4
48,183,4
32,184,5
4,184,4
192,184,5
50,185,5
97,185,4
157,185,5
26,186,3
193,186,5
194,186,5
53,187,4
195,187,5
142,187,4
127,188,5
161,188,5
117,188,3
145,189,4
22,189,4
196,189,5
75,190,5
197,190,4
198,190,4
13,191,4
199,191,5
158,191,4
25,192,3
38,192,4
200,192,3
13,193,4
1,193,3
201,193,4
202,194,4
6,194,4
27,194,4
48,195,4
18,195,4
27,195,3
65,196,3
4,196,3
44,196,3
12,197,5
40,197,5
25,198,5
203,198,5
204,199,5
205,199,4
96,199,5
65,200,5
206,200,5
207,200,5
98,201,5
208,201,5
209,202,5
192,202,5
21,203,5
210,203,5
211,204,5
212,204,5
213,205,5
214,205,5
32,206,5
36,206,5
158,207,5
215,207,5
166,208,5
109,208,5
45,209,5
8,209,5
12,210,5
216,210,5
217,211,5
198,211,5
185,212,5
91,212,5
44,213,5
116,213,5
218,214,5
219,214,5
220,215,4
221,215,3
222,215,5
113,216,5
223,216,5
44,217,5
24,217,5
21,218,5
224,218,5
44,219,5
225,219,5
8,220,5
116,220,5
150,221,5
151,221,5
40,222,5
12,222,5
4,223,5
25,223,5
53,224,5
158,224,5
226,225,5
227,225,5
95,226,5
127,226,5
228,227,5
182,227,5
178,228,5
229,228,5
8,229,5
116,229,5
230,230,5
231,230,5
116,231,5
117,231,5
194,232,5
189,232,5
186,233,5
103,233,5
38,234,4
25,234,5
96,234,4
220,235,5
106,235,3
6,235,5
27,236,3
232,236,5
171,236,4
4,237,3
12,237,5
27,237,3
44,238,5
233,238,4
129,238,5
234,239,3
91,239,5
186,239,4
44,240,5
184,240,5
78,241,5
6,241,5
235,242,5
68,242,5
103,243,5
186,243,5
236,244,5
186,244,5
237,245,5
238,245,5
116,246,5
227,246,5
239,247,5
112,247,5
240,248,1
179,248,1
161,248,5
103,249,5
241,249,1
242,249,4
179,250,5
59,250,2
97,250,4
32,251,5
18,251,3
6,251,3
40,252,4
113,252,5
156,252,3
43,253,4
92,253,5
243,253,2
78,254,4
52,254,5
244,254,3
145,255,5
245,255,5
246,256,5
52,256,4
91,256,5
53,257,4
40,257,3
247,257,2
103,258,5
248,258,1
67,258,3
5,259,5
249,259,4
186,259,1
4,260,4
6,260,5
131,260,4
158,261,4
48,261,5
91,261,4
6,262,3
145,262,5
152,262,5
11,263,4
250,263,5
251,263,1
6,264,4
12,264,4
252,264,1
52,265,5
11,265,5
16,266,5
49,266,5
13,267,5
187,267,5
32,268,5
6,268,4
202,268,3
32,269,4
253,269,3
186,269,4
115,270,4
37,270,5
96,270,3
78,271,4
156,271,4
56,271,4
113,272,3
59,272,4
109,272,5
88,273,4
37,273,5
189,273,3
32,274,5
4,274,4
26,274,3
65,275,4
4,275,4
88,275,4
12,276,5
38,276,4
96,276,3
158,277,4
38,277,4
156,277,4
4,278,5
41,278,3
254,278,4
115,279,4
131,279,4
65,279,4
115,280,4
6,280,4
68,280,4
255,281,1
5,281,4
22,281,4
115,282,4
95,282,5
38,282,4
18,283,4
4,283,3
40,283,4
256,284,3
158,284,4
215,284,5
52,285,5
2,285,5
32,286,5
257,286,4
68,286,4
52,287,4
6,287,5
40,287,4
6,288,4
44,288,5
142,288,3
26,289,4
102,289,4
68,289,5
154,290,4
103,290,3
258,290,5
38,291,3
21,291,5
51,291,4
91,292,5
103,292,4
117,292,3
152,293,4
156,293,3
259,293,2
1,294,4
52,294,4
26,294,3
6,295,3
26,295,3
36,295,4
48,296,3
26,296,4
57,296,3
38,297,4
260,297,4
103,297,3
88,298,3
130,298,3
178,298,4
29,299,2
7,299,5
203,299,4
88,300,3
6,300,4
55,300,2
38,301,2
25,301,3
5,301,2
38,302,4
25,302,5
96,302,4
32,303,5
88,303,4
202,303,3
11,304,5
26,304,4
102,304,4
145,305,5
32,305,4
182,305,4
48,306,4
6,306,4
261,306,4
262,307,4
91,307,5
92,307,1
114,308,4
51,308,3
171,308,4
38,309,4
65,309,4
40,309,3
48,310,4
131,310,4
94,310,4
25,311,3
13,311,4
58,311,4
106,312,4
145,312,5
37,313,5
13,313,4
5,314,5
116,314,4
263,315,5
67,315,4
38,316,4
45,316,5
142,317,4
264,317,5
149,318,5
116,318,4
146,319,5
56,319,4
166,320,4
96,320,5
53,321,4
40,321,5
88,322,4
32,322,5
8,323,5
116,323,4
113,324,4
116,324,5
25,325,5
27,325,4
95,326,5
53,326,4
38,327,4
3,327,5
254,328,4
265,328,5
78,329,5
38,329,4
266,330,4
116,330,5
8,331,5
161,331,4
13,332,5
68,332,4
267,333,4
154,333,5
268,334,4
219,334,5
22,335,5
38,335,4
5,336,5
111,336,4
49,337,4
158,337,5
145,338,4
22,338,5
91,339,5
42,339,4
56,340,4
208,340,5
269,341,5
270,341,4
91,342,4
271,342,5
25,343,4
40,343,3
12,343,4
48,344,5
4,344,3
38,344,4
5,345,5
52,345,4
48,345,4
166,346,5
131,346,4
13,347,4
156,347,5
2,348,5
111,348,4
95,349,5
53,349,4
70,350,4
72,350,5
272,351,3
178,351,5
273,352,5
172,352,5
14,353,4
266,353,5
274,354,5
55,355,5
116,355,5
60,356,4
210,356,5
275,357,5
276,357,5
6,358,4
18,358,4
131,358,4
145,359,5
13,359,4
194,360,4
277,360,5
4,361,4
95,361,5
95,362,4
156,362,5
68,363,5
278,363,4
38,364,4
56,364,5
25,365,4
279,365,5
68,365,5
52,366,5
131,366,4
1,367,5
145,367,4
13,368,4
116,368,5
173,369,4
91,369,5
68,370,4
190,370,5
114,371,4
51,371,3
171,371,4
31,372,3
143,372,4
166,372,4
95,373,4
102,373,4
68,373,4
4,374,3
38,374,4
40,374,5
32,375,3
114,375,3
280,375,4
281,376,5
282,376,3
283,376,5
32,377,4
38,377,4
197,377,4
284,378,4
30,378,5
72,378,4
4,379,3
48,379,4
96,379,4
5,380,5
168,380,5
51,381,3
285,381,5
286,381,5
145,382,5
102,382,4
38,383,5
53,383,4
115,384,4
38,384,3
27,384,4
48,385,4
156,385,3
96,385,4
159,386,1
161,386,5
116,386,5
156,387,4
75,387,4
287,387,3
38,388,5
288,388,5
289,388,1
113,389,3
266,389,4
290,389,4
154,390,5
103,390,4
291,390,2
7,391,3
292,391,5
198,391,3
293,392,3
294,392,5
116,392,3
67,393,1
116,393,5
189,393,5
295,394,1
67,394,5
296,394,5
297,395,5
116,395,5
70,396,5
56,396,5
38,397,5
47,397,3
6,398,4
11,398,5
53,398,4
16,399,5
156,399,4
53,400,4
44,400,5
113,401,5
26,401,4
40,402,5
27,402,4
113,403,4
181,403,5
25,404,4
156,404,5
16,405,3
113,405,3
2,405,3
22,406,3
52,406,4
36,406,3
48,407,4
18,407,4
6,407,4
298,408,5
38,408,4
91,408,4
113,409,3
131,409,4
2,409,3
25,410,5
158,410,5
67,410,5
131,411,3
26,411,3
52,411,5
11,412,5
299,412,3
6,413,5
300,413,5
78,414,5
18,414,5
56,415,5
103,415,4
7,416,5
111,416,4
12,417,4
156,417,5
158,418,4
116,418,5
38,419,5
200,419,4
202,419,3
38,420,4
12,420,5
40,420,4
55,421,5
41,421,4
186,421,4
32,422,5
113,422,5
113,423,5
18,423,5
6,424,3
301,424,1
126,424,1
40,425,5
12,425,4
302,426,5
303,426,4
78,427,4
16,427,4
18,427,4
6,428,4
59,428,4
304,428,4
6,429,5
305,429,5
306,429,1
6,430,4
38,430,4
111,430,4
113,431,3
25,431,3
149,431,5
202,432,3
102,432,4
154,432,4
299,433,4
11,433,5
113,434,5
103,434,4
307,434,4
158,435,3
18,435,3
91,435,2
88,436,4
38,436,4
49,437,4
115,437,4
2,438,4
152,438,4
166,439,4
38,439,4
4,440,4
116,440,4
56,441,4
208,441,4
4,442,4
186,442,4
173,443,4
56,443,4
20,444,5
43,444,3
194,445,3
157,445,5
173,446,4
56,446,4
4,447,3
186,447,5
51,448,3
91,448,5
38,449,4
25,449,4
88,450,4
187,450,4
40,451,4
36,451,4
96,452,3
254,452,5
67,453,4
161,453,4
308,454,4
93,454,4
158,455,5
153,455,3
26,456,4
102,456,4
202,457,4
102,457,4
38,458,4
4,458,4
106,459,4
27,459,4
65,460,4
172,460,4
2,461,4
56,461,4
7,462,3
116,462,5
4,463,4
26,463,4
52,464,4
53,464,4
202,465,4
96,465,4
113,466,4
32,466,4
88,467,3
194,467,5
130,468,4
91,468,4
105,469,4
116,469,4
44,470,5
198,470,3
4,471,3
145,471,5
152,472,4
53,472,4
88,473,3
53,473,5
95,474,4
37,474,4
4,475,4
156,475,4
154,476,4
161,476,4
193,477,3
67,477,5
156,478,3
91,478,5
116,479,4
189,479,4
44,480,4
41,480,4
91,481,5
43,481,3
160,482,4
309,482,4
26,483,4
194,483,5
18,484,5
160,484,4
49,485,5
91,485,4
198,485,3
49,486,4
310,486,5
311,487,4
312,487,5
13,488,4
313,488,5
143,489,3
18,489,4
314,489,3
103,490,3
44,490,4
194,490,3
106,491,3
145,491,4
198,491,3
40,492,4
83,492,5
67,492,1
12,493,4
205,493,5
38,494,4
111,494,4
2,495,5
53,495,5
67,495,1
32,496,5
161,496,3
116,496,3
25,497,5
18,497,4
38,498,4
26,498,4
78,499,4
38,499,4
4,500,5
27,500,3
166,501,4
106,501,4
161,502,4
315,502,4
16,503,4
96,503,4
18,504,4
127,504,4
25,505,4
78,505,4
142,506,4
126,506,4
2,507,5
27,507,3
95,508,4
40,508,4
13,509,4
187,509,4
173,510,4
56,510,4
59,511,4
316,511,4
49,512,4
158,512,4
166,513,5
94,513,4
255,514,4
52,514,4
26,514,3
106,515,3
317,515,1
38,515,4
40,516,3
205,516,4
106,516,4
16,517,4
18,517,4
149,517,5
18,518,4
59,518,4
20,518,3
13,519,4
18,519,5
49,520,5
13,520,4
32,521,5
6,521,4
6,522,3
5,522,5
48,523,5
156,523,3
1,524,4
156,524,4
4,525,4
156,525,4
53,526,4
40,526,4
284,527,4
156,527,4
65,528,4
88,528,3
173,528,3
113,529,4
281,529,5
198,529,3
4,530,4
88,530,4
52,531,5
12,531,3
53,532,4
40,532,4
156,533,1
223,533,4
186,533,5
28,534,3
22,534,2
131,534,3
11,535,5
173,536,5
115,537,5
113,538,5
53,539,5
53,540,5
49,541,5
13,542,5
48,543,5
187,544,5
318,545,5
65,546,5
156,547,5
91,548,5
116,549,5
319,550,5
116,551,5
307,552,5
320,553,5
91,554,5
56,555,5
117,556,5
321,557,5
7,558,5
78,559,5
173,560,5
166,561,5
53,562,5
48,563,5
158,564,5
38,565,5
2,566,5
113,567,5
16,568,5
38,569,5
115,570,5
7,571,5
32,572,5
168,573,5
112,574,5
44,575,5
21,576,5
38,577,5
322,578,5
283,579,5
323,580,5
56,581,5
225,582,5
44,583,5
235,584,5
116,585,5
66,586,5
91,587,5
91,588,5
95,589,5
21,590,5
52,591,5
18,592,5
13,593,5
48,594,5
324,595,5
152,596,5
88,597,5
152,598,5
40,599,5
96,600,5
156,601,5
13,602,5
166,603,5
53,604,5
72,605,5
116,606,5
196,607,5
325,608,5
326,609,5
91,610,5
67,611,5
67,612,5
20,613,5
91,614,5
116,615,5
161,616,5
193,617,5
208,618,5
91,619,5
116,620,5
116,621,5
268,622,5
91,623,5
53,624,5
327,625,5
113,626,5
37,627,5
6,628,5
5,629,5
156,630,5
16,631,5
156,632,5
95,633,5
113,634,5
67,635,5
328,636,5
103,637,5
311,638,5
91,639,5
20,640,5
103,641,5
116,642,5
329,643,5
56,644,5
21,645,5
268,646,5
116,647,5
193,648,5
116,649,5
116,650,5
322,651,5
330,652,5
268,653,5
16,654,5
44,655,5
156,656,5
38,657,5
52,658,5
27,659,5
32,660,5
53,661,5
25,662,5
38,663,5
38,664,5
16,665,5
156,666,5
172,667,5
52,668,5
22,669,5
4,670,5
32,671,5
38,672,5
12,673,5
7,674,5
53,675,5
78,676,5
2,677,5
38,678,5
221,678,5
154,679,5
168,680,5
194,681,5
322,682,5
190,683,5
217,684,5
168,685,5
119,686,5
331,687,5
24,688,5
56,689,5
44,690,5
227,691,5
332,692,5
254,693,5
116,694,5
75,695,5
333,696,5
21,697,5
334,698,5
65,699,3
32,699,3
335,699,4
37,700,4
6,700,4
113,701,4
161,701,4
38,702,4
26,702,4
6,703,4
202,703,4
113,704,3
16,704,5
336,704,5
18,705,5
13,706,5
25,707,5
11,708,5
32,709,5
27,710,5
67,711,5
91,712,5
96,713,5
113,714,5
113,715,5
6,716,5
38,717,5
337,718,5
27,719,5
284,720,5
2,721,5
228,722,5
338,723,5
56,724,5
32,725,5
132,725,5
6,726,5
32,727,5
106,728,5
5,729,5
52,730,5
5,731,5
13,732,5
339,733,4
116,733,5
13,734,5
1,735,5
38,736,5
12,737,5
53,738,5
88,739,5
20,740,5
340,741,5
341,742,5
13,743,5
5,744,5
145,745,5
5,746,5
106,747,5
203,748,5
78,749,5
173,750,5
32,751,5
96,752,5
309,753,5
342,754,5
109,755,5
37,756,4
142,756,4
343,756,1
344,757,3
103,757,1
345,757,5
346,758,4
40,758,4
55,758,4
171,759,3
51,759,3
128,759,3
145,760,3
152,760,3
38,760,3
25,761,4
38,761,4
158,762,4
96,762,4
25,763,4
18,763,4
25,764,4
347,764,4
348,765,4
127,765,4
349,766,3
41,766,4
58,767,5
13,767,4
37,768,4
350,768,1
6,769,4
351,769,5
28,770,4
70,770,5
352,771,4
20,771,4
353,772,4
354,772,4
83,773,4
125,773,5
355,774,5
53,774,4
173,775,4
200,775,3
356,776,3
116,776,5
47,777,4
56,777,4
12,778,4
36,778,3
156,779,4
91,779,3
113,780,3
18,780,4
4,781,4
38,781,3
18,782,4
113,782,3
4,783,3
52,783,4
28,784,3
22,784,4
166,785,4
38,785,3
38,786,3
357,786,4
358,787,3
196,787,4
18,788,4
359,788,3
106,789,4
103,789,3
51,790,3
360,790,4
36,791,3
193,791,4
161,792,4
116,792,3
113,793,3
16,793,4
113,794,3
2,794,4
16,795,4
113,795,3
16,796,3
116,796,4
270,797,3
361,797,4
161,798,4
117,798,3
8,799,5
93,799,2
6,800,3
111,800,4
12,801,4
111,801,3
97,802,4
101,802,3
158,803,4
202,803,3
65,804,4
156,804,3
362,805,4
161,805,3
91,806,4
186,806,3
106,807,5
25,808,3
6,808,3
18,808,3
16,809,5
318,810,5
158,811,5
2,812,5
173,813,5
78,814,5
254,815,5
363,816,5
1,817,5
203,818,5
187,819,5
96,820,5
324,821,5
5,822,5
152,823,5
48,824,5
203,825,5
166,826,5
156,827,5
364,828,5
127,829,5
53,830,5
32,831,5
25,832,5
49,833,5
36,834,5
32,835,5
18,836,5
25,837,5
158,838,5
187,839,5
95,840,3
40,840,3
156,840,3
49,841,4
156,841,4
37,842,4
18,842,4
365,843,4
173,843,4
13,844,4
55,844,4
13,845,4
366,845,4
25,846,3
18,846,4
113,847,4
186,847,3
102,848,3
96,848,4
113,849,3
16,849,4
367,850,3
6,850,4
53,851,3
127,851,4
13,852,4
368,852,3
65,853,3
261,853,4
40,854,4
27,854,3
113,855,4
156,855,3
65,856,3
40,856,4
156,857,5
18,858,5
13,859,5
16,860,5
55,861,4
369,861,5
78,862,5
32,863,5
32,864,5
12,865,5
78,866,5
113,867,5
203,868,5
256,869,2
96,869,4
261,869,4
2,870,4
370,870,1
371,870,3
281,871,5
8,871,4
38,872,4
25,872,2
372,872,5
78,873,5
16,874,5
32,875,5
18,876,5
38,877,5
4,878,5
156,879,4
312,879,4
113,880,3
96,880,4
113,881,3
38,881,4
32,882,4
187,882,3
12,883,3
111,883,4
32,884,5
348,885,4
160,885,3
38,886,3
94,886,4
13,887,4
27,887,3
344,887,1
113,888,3
16,888,3
52,889,3
261,889,3
113,890,3
40,890,3
32,891,4
53,891,2
373,892,5
191,892,1
171,893,5
374,893,1
59,894,4
161,894,2
131,895,2
36,895,4
4,896,3
48,896,3
65,897,3
375,897,3
376,898,5
59,898,1
344,899,2
103,899,4
38,900,4
20,900,2
38,901,3
20,901,4
18,902,5
377,903,4
18,904,4
38,905,4
40,906,4
187,907,4
113,908,4
48,909,4
88,910,4
102,911,4
36,912,4
131,913,4
36,914,4
6,915,4
25,916,4
113,917,4
173,918,4
6,919,4
1,920,4
156,921,4
173,922,4
2,923,4
18,924,4
96,925,4
25,926,4
187,927,4
11,928,4
22,929,4
18,930,4
115,931,4
145,932,4
203,933,4
13,934,4
18,935,4
7,936,4
156,937,4
13,938,4
48,939,4
22,940,4
2,941,4
156,942,4
65,943,4
182,944,4
91,945,4
41,946,4
116,947,4
116,948,4
75,949,4
116,950,4
116,951,4
261,952,4
168,953,4
56,954,4
44,955,4
254,956,4
378,957,4
68,958,4
192,959,4
379,960,4
194,961,4
56,962,4
43,963,4
97,964,4
91,965,4
311,966,4
104,967,4
13,968,4
113,969,4
203,970,4
96,971,4
49,972,4
173,973,4
25,974,4
106,975,4
25,976,4
13,977,4
131,978,4
18,979,4
6,980,4
187,981,4
173,982,4
49,983,4
152,984,4
11,985,4
172,986,4
6,987,4
158,988,4
106,989,4
380,990,4
49,991,4
78,992,4
96,993,4
38,994,4
38,995,4
145,996,4
203,997,4
40,998,4
156,999,4
156,1000,4
203,1001,4
12,1002,4
318,1003,3
381,1004,1
47,1008,5
16,1015,2
53,1015,4
106,1016,4
99,1017,4
6,1018,4
233,1019,4
68,1020,4
6,1021,4
38,1022,4
161,1023,4
49,1024,3
187,1025,3
187,1026,3
142,1027,3
40,1030,3
156,1030,2
131,1031,3
1,1032,3
133,1033,4
198,1034,4
158,1035,3
6,1050,2
25,1052,3
38,1052,3
53,1053,4
187,1054,4
38,1055,4
173,1056,4
173,1057,4
284,1058,4
284,1059,4
24,1060,4
37,1061,3
40,1062,3
187,1063,3
187,1064,3
156,1065,3
187,1066,3
187,1067,3
1,1068,3
382,1069,4
27,1069,2
1,1075,4
1,1076,4
1,1077,3
1,1078,3
187,1079,3
12,1080,3
284,1081,3
13,1083,4
13,1084,4
88,1085,4
38,1086,4
115,1087,4
88,1088,4
25,1089,1
13,1089,4
183,1090,3
115,1091,3
5,1098,3
25,1098,3
96,1099,4
130,1100,4
1,1101,4
88,1102,4
7,1103,4
284,1104,4
116,1105,4
52,1106,4
1,1107,4
13,1108,4
96,1109,4
53,1110,4
25,1111,4
25,1112,4
115,1113,4
6,1114,4
111,1115,4
270,1116,4
254,1117,4
67,1118,4
32,1119,4
102,1120,4
38,1121,4
6,1122,4
203,1123,4
187,1124,4
88,1125,4
130,1126,4
145,1127,4
116,1128,4
130,1129,4
52,1130,4
187,1131,4
254,1132,4
145,1133,3
200,1133,4
25,1134,3
383,1134,3
202,1135,3
106,1136,3
25,1137,3
2,1138,3
158,1139,3
111,1140,3
2,1141,3
25,1142,3
59,1143,3
16,1144,3
2,1145,3
52,1146,3
27,1147,3
187,1148,3
36,1149,3
158,1150,3
203,1151,3
254,1152,3
36,1153,3
36,1154,3
25,1155,3
38,1156,3
284,1157,3
94,1158,4
36,1159,3
16,1160,2
36,1161,1
169,1187,5
384,1188,3
47,1206,5
385,1207,5
386,1229,4
55,1230,4
14,1246,4
2,1247,4
2,1248,4
6,1249,4
49,1250,4
202,1251,4
145,1252,4
18,1253,4
187,1254,4
145,1255,4
18,1256,4
193,1257,4
193,1258,4
88,1259,4
49,1260,4
173,1261,4
387,1262,5
113,1263,3
156,1264,3
2,1265,3
115,1266,3
202,1267,3
48,1268,3
6,1269,3
173,1270,3
388,1271,3
6,1272,3
2,1273,3
156,1274,2
32,1275,2
101,1276,1
47,1590,4
284,1740,4
173,1741,3
1,1742,3
48,1743,3
173,1744,3
6,1745,4
106,1746,4
13,1747,4
156,1748,3
115,1749,3
367,1752,3
26,1752,3
38,1753,4
13,1754,4
41,1755,4
254,1756,4
359,1757,4
186,1758,4
181,1759,4
254,1760,4
56,1761,4
158,1762,4
25,1763,4
56,1764,4
197,1765,5
194,1766,3
158,1767,3
186,1768,3
194,1769,3
41,1770,3
186,1771,3
389,1772,4
197,1773,4
186,1774,1
44,1774,3
20,1775,2
126,1776,2
71,1791,5
29,1803,4
254,1804,4
38,1805,4
38,1806,4
104,1807,4
390,1808,1
183,1808,4
256,1809,5
6,1810,3
113,1811,3
111,1812,3
293,1813,3
131,1814,3
4,1815,3
145,1816,2
391,1861,4
11,1870,4
2,1871,4
6,1872,4
254,1873,4
44,1874,4
173,1875,4
6,1876,4
56,1877,4
254,1878,4
173,1879,4
203,1880,4
36,1881,4
68,1882,4
217,1883,4
45,1884,4
91,1885,4
254,1886,4
194,1887,4
25,1888,4
18,1889,4
267,1890,4
2,1891,4
56,1892,4
32,1893,3
272,1893,3
392,1894,5
96,1895,3
116,1896,3
52,1897,3
16,1898,3
254,1899,3
16,1900,1
246,1926,4
393,1967,4
205,1997,5
339,1998,4
394,2032,5
111,2033,4
38,2034,4
38,2035,4
255,2036,3
111,2036,3
38,2037,3
47,2045,3
47,2046,5
11,2052,4
2,2053,4
51,2054,2
395,2058,5
6,2068,3
202,2068,3
6,2069,4
91,2070,4
91,2071,4
268,2072,4
49,2073,4
282,2074,4
254,2075,4
254,2076,4
44,2077,4
68,2078,4
48,2079,4
53,2080,4
223,2081,4
56,2082,4
12,2083,4
1,2084,4
13,2085,4
187,2086,4
97,2087,4
56,2088,4
254,2089,4
194,2090,4
25,2091,4
392,2092,5
254,2093,3
268,2094,3
128,2095,3
254,2096,3
27,2097,3
268,2098,3
254,2099,3
38,2100,3
